1,2,3,4,5,2,3
5899,94be0dfb-a23a-4426-9c3c-e4db1fd914b5,public speaking,disgust,25-06-2020 01:11,negative,0
5900,94be0dfb-a23a-4426-9c3c-e4db1fd914b5,public speaking,heart,05-12-2020 14:33,positive,60
5901,94be0dfb-a23a-4426-9c3c-e4db1fd914b5,public speaking,intrigued,29-09-2020 22:34,positive,45
5902,94be0dfb-a23a-4426-9c3c-e4db1fd914b5,public speaking,heart,03-09-2020 20:33,positive,60
5903,94be0dfb-a23a-4426-9c3c-e4db1fd914b5,public speaking,interested,01-11-2020 08:14,positive,30
5904,94be0dfb-a23a-4426-9c3c-e4db1fd914b5,public speaking,scared,26-06-2020 15:16,negative,15
5905,94be0dfb-a23a-4426-9c3c-e4db1fd914b5,public speaking,heart,22-02-2021 07:32,positive,60
5906,94be0dfb-a23a-4426-9c3c-e4db1fd914b5,public speaking,peeking,25-08-2020 03:22,neutral,35
5907,94be0dfb-a23a-4426-9c3c-e4db1fd914b5,public speaking,interested,24-08-2020 10:30,positive,30
5908,94be0dfb-a23a-4426-9c3c-e4db1fd914b5,public speaking,peeking,23-12-2020 16:36,neutral,35
5909,94be0dfb-a23a-4426-9c3c-e4db1fd914b5,public speaking,want,03-02-2021 22:00,positive,70
5910,94be0dfb-a23a-4426-9c3c-e4db1fd914b5,public speaking,scared,26-10-2020 23:14,negative,15
5911,94be0dfb-a23a-4426-9c3c-e4db1fd914b5,public speaking,worried,13-07-2020 02:51,negative,12
5912,94be0dfb-a23a-4426-9c3c-e4db1fd914b5,public speaking,adore,05-03-2021 12:20,positive,72
5913,94be0dfb-a23a-4426-9c3c-e4db1fd914b5,public speaking,love,01-06-2021 13:49,positive,65
5914,94be0dfb-a23a-4426-9c3c-e4db1fd914b5,public speaking,want,25-12-2020 19:42,positive,70
5915,94be0dfb-a23a-4426-9c3c-e4db1fd914b5,public speaking,intrigued,18-06-2021 03:01,positive,45
5916,94be0dfb-a23a-4426-9c3c-e4db1fd914b5,public speaking,indifferent,14-09-2020 05:11,neutral,20
5917,94be0dfb-a23a-4426-9c3c-e4db1fd914b5,public speaking,interested,03-08-2020 19:18,positive,30
5918,19179d57-4950-4a98-87fa-98f824551a6f,education,cherish,25-06-2020 09:34,positive,70
5919,19179d57-4950-4a98-87fa-98f824551a6f,education,cherish,12-02-2021 19:14,positive,70
5920,19179d57-4950-4a98-87fa-98f824551a6f,education,worried,15-08-2020 09:12,negative,12
5921,19179d57-4950-4a98-87fa-98f824551a6f,education,intrigued,09-04-2021 15:16,positive,45
5922,19179d57-4950-4a98-87fa-98f824551a6f,education,peeking,28-01-2021 17:31,neutral,35
5923,19179d57-4950-4a98-87fa-98f824551a6f,education,scared,06-02-2021 13:05,negative,15
5924,19179d57-4950-4a98-87fa-98f824551a6f,education,intrigued,14-04-2021 00:16,positive,45
5925,19179d57-4950-4a98-87fa-98f824551a6f,education,indifferent,18-07-2020 03:00,neutral,20
5926,19179d57-4950-4a98-87fa-98f824551a6f,education,want,02-03-2021 21:51,positive,70
5927,19179d57-4950-4a98-87fa-98f824551a6f,education,like,20-03-2021 15:42,positive,50
5928,19179d57-4950-4a98-87fa-98f824551a6f,education,want,14-04-2021 11:08,positive,70
5929,19179d57-4950-4a98-87fa-98f824551a6f,education,want,25-10-2020 07:20,positive,70
5930,19179d57-4950-4a98-87fa-98f824551a6f,education,like,13-02-2021 20:42,positive,50
5931,19179d57-4950-4a98-87fa-98f824551a6f,education,cherish,18-11-2020 16:05,positive,70
5932,19179d57-4950-4a98-87fa-98f824551a6f,education,love,01-10-2020 02:50,positive,65
5933,19179d57-4950-4a98-87fa-98f824551a6f,education,dislike,14-02-2021 06:24,negative,10
5934,19179d57-4950-4a98-87fa-98f824551a6f,education,love,26-02-2021 08:15,positive,65
5935,19179d57-4950-4a98-87fa-98f824551a6f,education,want,18-03-2021 02:19,positive,70
5936,19179d57-4950-4a98-87fa-98f824551a6f,education,like,05-06-2021 06:04,positive,50
5937,19179d57-4950-4a98-87fa-98f824551a6f,education,super love,03-07-2020 19:47,positive,75
5938,19179d57-4950-4a98-87fa-98f824551a6f,education,interested,05-01-2021 04:21,positive,30
5939,19179d57-4950-4a98-87fa-98f824551a6f,education,scared,09-12-2020 20:01,negative,15
5940,19179d57-4950-4a98-87fa-98f824551a6f,education,peeking,24-03-2021 05:46,neutral,35
5941,19179d57-4950-4a98-87fa-98f824551a6f,education,indifferent,25-09-2020 08:55,neutral,20
5942,19179d57-4950-4a98-87fa-98f824551a6f,education,worried,24-03-2021 16:19,negative,12
5943,19179d57-4950-4a98-87fa-98f824551a6f,education,like,14-06-2021 05:12,positive,50
5944,19179d57-4950-4a98-87fa-98f824551a6f,education,super love,17-05-2021 01:43,positive,75
5945,19179d57-4950-4a98-87fa-98f824551a6f,education,worried,24-06-2020 06:36,negative,12
5946,19179d57-4950-4a98-87fa-98f824551a6f,education,cherish,27-12-2020 10:01,positive,70
5947,19179d57-4950-4a98-87fa-98f824551a6f,education,adore,18-06-2020 15:31,positive,72
5948,19179d57-4950-4a98-87fa-98f824551a6f,education,interested,29-05-2021 14:25,positive,30
5949,19179d57-4950-4a98-87fa-98f824551a6f,education,hate,12-12-2020 20:01,negative,5
5950,19179d57-4950-4a98-87fa-98f824551a6f,education,worried,12-08-2020 21:06,negative,12
5951,19179d57-4950-4a98-87fa-98f824551a6f,education,adore,12-09-2020 17:59,positive,72
5952,19179d57-4950-4a98-87fa-98f824551a6f,education,want,25-06-2020 01:31,positive,70
5953,19179d57-4950-4a98-87fa-98f824551a6f,education,super love,20-12-2020 08:39,positive,75
5954,19179d57-4950-4a98-87fa-98f824551a6f,education,hate,12-02-2021 07:57,negative,5
5955,3926740f-e4f7-4229-9aad-e435149d0d2f,science,love,30-09-2020 10:41,positive,65
5956,3926740f-e4f7-4229-9aad-e435149d0d2f,science,super love,14-12-2020 22:57,positive,75
5957,3926740f-e4f7-4229-9aad-e435149d0d2f,science,interested,20-08-2020 11:22,positive,30
5958,3926740f-e4f7-4229-9aad-e435149d0d2f,science,super love,20-06-2020 12:58,positive,75
5959,3926740f-e4f7-4229-9aad-e435149d0d2f,science,want,26-04-2021 08:49,positive,70
5960,3926740f-e4f7-4229-9aad-e435149d0d2f,science,adore,28-07-2020 11:30,positive,72
5961,3926740f-e4f7-4229-9aad-e435149d0d2f,science,worried,26-11-2020 20:05,negative,12
5962,3926740f-e4f7-4229-9aad-e435149d0d2f,science,super love,08-06-2021 10:26,positive,75
5963,3926740f-e4f7-4229-9aad-e435149d0d2f,science,like,06-06-2021 20:27,positive,50
5964,3926740f-e4f7-4229-9aad-e435149d0d2f,science,super love,06-03-2021 21:35,positive,75
5965,3926740f-e4f7-4229-9aad-e435149d0d2f,science,indifferent,05-11-2020 08:58,neutral,20
5966,3926740f-e4f7-4229-9aad-e435149d0d2f,science,like,08-12-2020 01:56,positive,50
5967,590873fc-e921-4396-a173-a43451675afc,studying,interested,01-11-2020 19:08,positive,30
5968,590873fc-e921-4396-a173-a43451675afc,studying,dislike,06-06-2021 12:50,negative,10
5969,590873fc-e921-4396-a173-a43451675afc,studying,love,02-11-2020 03:38,positive,65
5970,590873fc-e921-4396-a173-a43451675afc,studying,scared,27-08-2020 07:49,negative,15
5971,590873fc-e921-4396-a173-a43451675afc,studying,scared,20-08-2020 07:15,negative,15
5972,590873fc-e921-4396-a173-a43451675afc,studying,interested,26-01-2021 10:01,positive,30
5973,590873fc-e921-4396-a173-a43451675afc,studying,indifferent,05-03-2021 22:57,neutral,20
5974,590873fc-e921-4396-a173-a43451675afc,studying,scared,29-09-2020 14:41,negative,15
5975,590873fc-e921-4396-a173-a43451675afc,studying,hate,24-09-2020 01:35,negative,5
5976,590873fc-e921-4396-a173-a43451675afc,studying,hate,21-11-2020 16:21,negative,5
5977,590873fc-e921-4396-a173-a43451675afc,studying,super love,11-04-2021 23:24,positive,75
5978,590873fc-e921-4396-a173-a43451675afc,studying,dislike,15-04-2021 18:17,negative,10
5979,590873fc-e921-4396-a173-a43451675afc,studying,super love,28-02-2021 16:16,positive,75
5980,590873fc-e921-4396-a173-a43451675afc,studying,want,19-10-2020 03:55,positive,70
5981,590873fc-e921-4396-a173-a43451675afc,studying,disgust,05-11-2020 23:29,negative,0
5982,590873fc-e921-4396-a173-a43451675afc,studying,worried,08-04-2021 18:16,negative,12
5983,590873fc-e921-4396-a173-a43451675afc,studying,dislike,23-05-2021 16:37,negative,10
5984,590873fc-e921-4396-a173-a43451675afc,studying,interested,26-03-2021 07:38,positive,30
5985,590873fc-e921-4396-a173-a43451675afc,studying,indifferent,02-12-2020 09:31,neutral,20
5986,590873fc-e921-4396-a173-a43451675afc,studying,cherish,30-12-2020 18:45,positive,70
5987,590873fc-e921-4396-a173-a43451675afc,studying,scared,16-06-2021 15:26,negative,15
5988,590873fc-e921-4396-a173-a43451675afc,studying,disgust,30-10-2020 09:23,negative,0
5989,590873fc-e921-4396-a173-a43451675afc,studying,peeking,08-11-2020 07:52,neutral,35
5990,590873fc-e921-4396-a173-a43451675afc,studying,indifferent,25-02-2021 01:12,neutral,20
5991,590873fc-e921-4396-a173-a43451675afc,studying,heart,19-07-2020 09:16,positive,60
5992,590873fc-e921-4396-a173-a43451675afc,studying,like,17-01-2021 02:40,positive,50
5993,590873fc-e921-4396-a173-a43451675afc,studying,cherish,22-02-2021 14:11,positive,70
5994,590873fc-e921-4396-a173-a43451675afc,studying,super love,21-06-2020 07:31,positive,75
5995,b4c71928-99f0-4f1e-bdff-3d99c16113ac,travel,scared,07-07-2020 08:05,negative,15
5996,b4c71928-99f0-4f1e-bdff-3d99c16113ac,travel,heart,16-12-2020 09:57,positive,60
5997,b4c71928-99f0-4f1e-bdff-3d99c16113ac,travel,hate,02-05-2021 12:26,negative,5
5998,b4c71928-99f0-4f1e-bdff-3d99c16113ac,travel,super love,29-07-2020 18:13,positive,75
5999,b4c71928-99f0-4f1e-bdff-3d99c16113ac,travel,scared,08-06-2021 06:56,negative,15
6000,b4c71928-99f0-4f1e-bdff-3d99c16113ac,travel,love,09-04-2021 23:30,positive,65
6001,b4c71928-99f0-4f1e-bdff-3d99c16113ac,travel,cherish,26-05-2021 00:20,positive,70
6002,b4c71928-99f0-4f1e-bdff-3d99c16113ac,travel,super love,29-06-2020 16:31,positive,75
6003,b4c71928-99f0-4f1e-bdff-3d99c16113ac,travel,scared,04-02-2021 12:52,negative,15
6004,b4c71928-99f0-4f1e-bdff-3d99c16113ac,travel,interested,20-07-2020 12:05,positive,30
6005,b4c71928-99f0-4f1e-bdff-3d99c16113ac,travel,dislike,26-07-2020 10:49,negative,10
6006,b4c71928-99f0-4f1e-bdff-3d99c16113ac,travel,heart,28-12-2020 02:34,positive,60
6007,b4c71928-99f0-4f1e-bdff-3d99c16113ac,travel,disgust,08-02-2021 02:19,negative,0
6008,b4c71928-99f0-4f1e-bdff-3d99c16113ac,travel,cherish,28-03-2021 10:46,positive,70
6009,b4c71928-99f0-4f1e-bdff-3d99c16113ac,travel,cherish,07-07-2020 03:52,positive,70
6010,b4c71928-99f0-4f1e-bdff-3d99c16113ac,travel,worried,06-07-2020 06:09,negative,12
6011,b4c71928-99f0-4f1e-bdff-3d99c16113ac,travel,love,04-09-2020 02:22,positive,65
6012,b4c71928-99f0-4f1e-bdff-3d99c16113ac,travel,worried,22-04-2021 07:11,negative,12
6013,b4c71928-99f0-4f1e-bdff-3d99c16113ac,travel,scared,06-12-2020 10:44,negative,15
6014,b4c71928-99f0-4f1e-bdff-3d99c16113ac,travel,want,18-01-2021 09:07,positive,70
6015,b4c71928-99f0-4f1e-bdff-3d99c16113ac,travel,interested,04-03-2021 14:50,positive,30
6016,b4c71928-99f0-4f1e-bdff-3d99c16113ac,travel,scared,05-08-2020 09:19,negative,15
6017,b4c71928-99f0-4f1e-bdff-3d99c16113ac,travel,love,27-12-2020 05:50,positive,65
6018,b4c71928-99f0-4f1e-bdff-3d99c16113ac,travel,want,06-02-2021 06:55,positive,70
6019,b4c71928-99f0-4f1e-bdff-3d99c16113ac,travel,dislike,02-05-2021 04:11,negative,10
6020,b4c71928-99f0-4f1e-bdff-3d99c16113ac,travel,peeking,23-01-2021 21:49,neutral,35
6021,b4c71928-99f0-4f1e-bdff-3d99c16113ac,travel,scared,11-04-2021 14:08,negative,15
6022,b4c71928-99f0-4f1e-bdff-3d99c16113ac,travel,intrigued,19-11-2020 08:00,positive,45
6023,b4c71928-99f0-4f1e-bdff-3d99c16113ac,travel,super love,07-04-2021 07:57,positive,75
6024,b4c71928-99f0-4f1e-bdff-3d99c16113ac,travel,adore,14-03-2021 03:39,positive,72
6025,b4c71928-99f0-4f1e-bdff-3d99c16113ac,travel,disgust,08-08-2020 01:43,negative,0
6026,b4c71928-99f0-4f1e-bdff-3d99c16113ac,travel,indifferent,02-05-2021 21:34,neutral,20
6027,b4c71928-99f0-4f1e-bdff-3d99c16113ac,travel,peeking,14-08-2020 11:05,neutral,35
6028,b4c71928-99f0-4f1e-bdff-3d99c16113ac,travel,dislike,20-11-2020 18:47,negative,10
6029,c7b02507-18a2-4169-91f1-4fc727c8bc03,dogs,cherish,13-02-2021 08:31,positive,70
6030,c7b02507-18a2-4169-91f1-4fc727c8bc03,dogs,adore,18-08-2020 08:58,positive,72
6031,c7b02507-18a2-4169-91f1-4fc727c8bc03,dogs,heart,28-10-2020 16:20,positive,60
6032,c7b02507-18a2-4169-91f1-4fc727c8bc03,dogs,dislike,22-05-2021 17:28,negative,10
6033,c7b02507-18a2-4169-91f1-4fc727c8bc03,dogs,like,07-05-2021 12:56,positive,50
6034,c7b02507-18a2-4169-91f1-4fc727c8bc03,dogs,adore,09-04-2021 16:19,positive,72
6035,c7b02507-18a2-4169-91f1-4fc727c8bc03,dogs,indifferent,14-06-2021 02:11,neutral,20
6036,c7b02507-18a2-4169-91f1-4fc727c8bc03,dogs,worried,22-01-2021 13:40,negative,12
6037,c7b02507-18a2-4169-91f1-4fc727c8bc03,dogs,scared,18-02-2021 02:31,negative,15
6038,c7b02507-18a2-4169-91f1-4fc727c8bc03,dogs,cherish,17-09-2020 13:34,positive,70
6039,c7b02507-18a2-4169-91f1-4fc727c8bc03,dogs,like,16-12-2020 06:19,positive,50
6040,c7b02507-18a2-4169-91f1-4fc727c8bc03,dogs,want,06-10-2020 05:14,positive,70
6041,c7b02507-18a2-4169-91f1-4fc727c8bc03,dogs,want,19-01-2021 02:32,positive,70
6042,c7b02507-18a2-4169-91f1-4fc727c8bc03,dogs,like,11-04-2021 04:20,positive,50
6043,c7b02507-18a2-4169-91f1-4fc727c8bc03,dogs,love,14-04-2021 02:46,positive,65
6044,c7b02507-18a2-4169-91f1-4fc727c8bc03,dogs,hate,16-05-2021 19:09,negative,5
6045,c7b02507-18a2-4169-91f1-4fc727c8bc03,dogs,adore,16-10-2020 16:41,positive,72
6046,c7b02507-18a2-4169-91f1-4fc727c8bc03,dogs,worried,17-07-2020 17:30,negative,12
6047,c7b02507-18a2-4169-91f1-4fc727c8bc03,dogs,peeking,08-06-2021 11:23,neutral,35
6048,c7b02507-18a2-4169-91f1-4fc727c8bc03,dogs,super love,25-11-2020 22:43,positive,75
6049,c7b02507-18a2-4169-91f1-4fc727c8bc03,dogs,dislike,19-08-2020 01:06,negative,10
6050,c7b02507-18a2-4169-91f1-4fc727c8bc03,dogs,indifferent,30-05-2021 21:33,neutral,20
6051,c7b02507-18a2-4169-91f1-4fc727c8bc03,dogs,scared,21-02-2021 17:42,negative,15
6052,c7b02507-18a2-4169-91f1-4fc727c8bc03,dogs,love,08-03-2021 15:15,positive,65
6053,c7b02507-18a2-4169-91f1-4fc727c8bc03,dogs,interested,21-04-2021 00:24,positive,30
6054,c7b02507-18a2-4169-91f1-4fc727c8bc03,dogs,heart,30-06-2020 08:18,positive,60
6055,c7b02507-18a2-4169-91f1-4fc727c8bc03,dogs,cherish,06-06-2021 15:48,positive,70
6056,c7b02507-18a2-4169-91f1-4fc727c8bc03,dogs,want,16-11-2020 14:09,positive,70
6057,c7b02507-18a2-4169-91f1-4fc727c8bc03,dogs,interested,02-06-2021 21:14,positive,30
6058,c7b02507-18a2-4169-91f1-4fc727c8bc03,dogs,interested,17-05-2021 02:33,positive,30
6059,c7b02507-18a2-4169-91f1-4fc727c8bc03,dogs,indifferent,21-08-2020 03:07,neutral,20
6060,c7b02507-18a2-4169-91f1-4fc727c8bc03,dogs,adore,22-12-2020 20:43,positive,72
6061,c7b02507-18a2-4169-91f1-4fc727c8bc03,dogs,intrigued,05-11-2020 19:01,positive,45
6062,c7b02507-18a2-4169-91f1-4fc727c8bc03,dogs,dislike,06-03-2021 15:19,negative,10
6063,c7b02507-18a2-4169-91f1-4fc727c8bc03,dogs,like,19-09-2020 12:00,positive,50
6064,c7b02507-18a2-4169-91f1-4fc727c8bc03,dogs,dislike,24-05-2021 06:04,negative,10
6065,c7b02507-18a2-4169-91f1-4fc727c8bc03,dogs,disgust,16-06-2021 09:26,negative,0
6066,c7b02507-18a2-4169-91f1-4fc727c8bc03,dogs,cherish,19-03-2021 00:47,positive,70
6067,c7b02507-18a2-4169-91f1-4fc727c8bc03,dogs,intrigued,20-02-2021 08:26,positive,45
6068,c7b02507-18a2-4169-91f1-4fc727c8bc03,dogs,intrigued,06-10-2020 00:32,positive,45
6069,70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,cooking,dislike,21-04-2021 00:57,negative,10
6070,70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,cooking,indifferent,22-03-2021 22:19,neutral,20
6071,70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,cooking,worried,08-01-2021 09:47,negative,12
6072,70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,cooking,peeking,14-06-2021 11:37,neutral,35
6073,70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,cooking,cherish,25-09-2020 07:48,positive,70
6074,70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,cooking,hate,15-12-2020 04:03,negative,5
6075,70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,cooking,dislike,06-06-2021 00:03,negative,10
6076,70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,cooking,interested,15-12-2020 08:15,positive,30
6077,70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,cooking,cherish,12-08-2020 21:26,positive,70
6078,70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,cooking,adore,09-09-2020 05:02,positive,72
6079,70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,cooking,dislike,20-07-2020 00:36,negative,10
6080,70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,cooking,adore,01-09-2020 04:38,positive,72
6081,70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,cooking,adore,24-10-2020 07:10,positive,72
6082,70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,cooking,adore,06-06-2021 17:48,positive,72
6083,70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,cooking,indifferent,28-12-2020 08:49,neutral,20
6084,70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,cooking,worried,31-03-2021 16:35,negative,12
6085,70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,cooking,super love,15-02-2021 16:30,positive,75
6086,70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,cooking,want,30-05-2021 03:53,positive,70
6087,70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,cooking,like,18-06-2021 07:44,positive,50
6088,70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,cooking,indifferent,15-07-2020 11:34,neutral,20
6089,70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,cooking,heart,12-10-2020 23:18,positive,60
6090,70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,cooking,cherish,29-03-2021 13:10,positive,70
6091,70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,cooking,disgust,18-10-2020 09:01,negative,0
6092,70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,cooking,intrigued,02-03-2021 03:04,positive,45
6093,70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,cooking,worried,09-10-2020 22:22,negative,12
6094,70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,cooking,intrigued,03-08-2020 07:40,positive,45
6095,70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,cooking,cherish,07-01-2021 05:50,positive,70
6096,70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,cooking,heart,24-07-2020 10:44,positive,60
6097,70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,cooking,like,04-03-2021 09:56,positive,50
6098,70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,cooking,disgust,05-10-2020 10:06,negative,0
6099,70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,cooking,dislike,13-11-2020 13:14,negative,10
6100,70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,cooking,heart,12-05-2021 07:46,positive,60
6101,70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,cooking,intrigued,08-04-2021 18:51,positive,45
6102,2677e7fa-4c0e-44c5-9d4c-66615a42e86f,dogs,heart,05-10-2020 14:11,positive,60
6103,2677e7fa-4c0e-44c5-9d4c-66615a42e86f,dogs,adore,15-03-2021 13:29,positive,72
6104,2677e7fa-4c0e-44c5-9d4c-66615a42e86f,dogs,scared,14-04-2021 08:02,negative,15
6105,4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,education,intrigued,17-04-2021 21:34,positive,45
6106,4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,education,hate,04-06-2021 07:36,negative,5
6107,4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,education,like,16-08-2020 17:41,positive,50
6108,4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,education,cherish,24-01-2021 13:02,positive,70
6109,4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,education,dislike,06-10-2020 11:33,negative,10
6110,4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,education,heart,20-08-2020 08:30,positive,60
6111,4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,education,dislike,11-03-2021 04:40,negative,10
6112,4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,education,hate,04-09-2020 01:10,negative,5
6113,4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,education,super love,20-08-2020 02:36,positive,75
6114,4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,education,love,17-05-2021 00:24,positive,65
6115,4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,education,intrigued,12-01-2021 23:27,positive,45
6116,4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,education,super love,30-10-2020 19:28,positive,75
6117,4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,education,heart,18-07-2020 00:22,positive,60
6118,4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,education,love,24-12-2020 07:20,positive,65
6119,4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,education,worried,19-05-2021 23:15,negative,12
6120,4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,education,dislike,20-04-2021 01:40,negative,10
6121,4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,education,disgust,14-01-2021 23:43,negative,0
6122,4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,education,cherish,30-09-2020 11:35,positive,70
6123,4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,education,hate,25-02-2021 04:44,negative,5
6124,4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,education,like,13-05-2021 22:30,positive,50
6125,4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,education,intrigued,04-04-2021 17:33,positive,45
6126,4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,education,super love,23-10-2020 04:37,positive,75
6127,4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,education,heart,19-01-2021 01:39,positive,60
6128,4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,education,indifferent,08-08-2020 06:50,neutral,20
6129,4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,education,dislike,22-07-2020 10:41,negative,10
6130,4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,education,hate,11-02-2021 23:27,negative,5
6131,4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,education,interested,17-03-2021 13:05,positive,30
6132,4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,education,disgust,03-10-2020 06:16,negative,0
6133,4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,education,scared,24-04-2021 23:59,negative,15
6134,4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,education,hate,02-07-2020 07:01,negative,5
6135,4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,education,cherish,06-09-2020 11:23,positive,70
6136,4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,education,scared,26-03-2021 21:23,negative,15
6137,990ad477-b9eb-4ea6-9ec8-3f941f53b758,animals,peeking,05-10-2020 15:04,neutral,35
6138,990ad477-b9eb-4ea6-9ec8-3f941f53b758,animals,super love,17-09-2020 08:48,positive,75
6139,990ad477-b9eb-4ea6-9ec8-3f941f53b758,animals,super love,11-07-2020 18:21,positive,75
6140,990ad477-b9eb-4ea6-9ec8-3f941f53b758,animals,heart,23-02-2021 09:52,positive,60
6141,990ad477-b9eb-4ea6-9ec8-3f941f53b758,animals,super love,11-07-2020 20:21,positive,75
6142,990ad477-b9eb-4ea6-9ec8-3f941f53b758,animals,intrigued,08-01-2021 01:50,positive,45
6143,990ad477-b9eb-4ea6-9ec8-3f941f53b758,animals,dislike,11-05-2021 00:50,negative,10
6144,990ad477-b9eb-4ea6-9ec8-3f941f53b758,animals,intrigued,21-07-2020 11:11,positive,45
6145,990ad477-b9eb-4ea6-9ec8-3f941f53b758,animals,want,18-03-2021 21:54,positive,70
6146,990ad477-b9eb-4ea6-9ec8-3f941f53b758,animals,disgust,28-01-2021 15:29,negative,0
6147,990ad477-b9eb-4ea6-9ec8-3f941f53b758,animals,disgust,18-01-2021 14:56,negative,0
6148,990ad477-b9eb-4ea6-9ec8-3f941f53b758,animals,hate,30-08-2020 21:38,negative,5
6149,990ad477-b9eb-4ea6-9ec8-3f941f53b758,animals,want,13-05-2021 20:31,positive,70
6150,990ad477-b9eb-4ea6-9ec8-3f941f53b758,animals,peeking,18-07-2020 23:38,neutral,35
6151,990ad477-b9eb-4ea6-9ec8-3f941f53b758,animals,dislike,07-02-2021 07:30,negative,10
6152,990ad477-b9eb-4ea6-9ec8-3f941f53b758,animals,interested,21-08-2020 14:31,positive,30
6153,990ad477-b9eb-4ea6-9ec8-3f941f53b758,animals,dislike,07-12-2020 14:04,negative,10
6154,990ad477-b9eb-4ea6-9ec8-3f941f53b758,animals,want,14-06-2021 22:04,positive,70
6155,2240bbde-db67-4d73-b885-f0117b4b2080,food,heart,14-08-2020 02:22,positive,60
6156,2240bbde-db67-4d73-b885-f0117b4b2080,food,cherish,24-11-2020 19:42,positive,70
6157,2240bbde-db67-4d73-b885-f0117b4b2080,food,heart,24-04-2021 07:04,positive,60
6158,2240bbde-db67-4d73-b885-f0117b4b2080,food,adore,21-11-2020 08:10,positive,72
6159,2240bbde-db67-4d73-b885-f0117b4b2080,food,worried,13-03-2021 07:25,negative,12
6160,2240bbde-db67-4d73-b885-f0117b4b2080,food,want,29-09-2020 07:25,positive,70
6161,2240bbde-db67-4d73-b885-f0117b4b2080,food,like,21-01-2021 21:18,positive,50
6162,2240bbde-db67-4d73-b885-f0117b4b2080,food,interested,10-12-2020 21:56,positive,30
6163,2240bbde-db67-4d73-b885-f0117b4b2080,food,interested,21-03-2021 15:45,positive,30
